DPC施設名,都道府県,病院類型,DPC算定病床数,病床総数,マッチ状態,スコア,病床報告施設名,候補2,候補3
一般社団法人菊池郡市医師会菊池郡市医師会立病院,熊本県,平成26年度出来高算定病院,40.0,120.0,サフィックス一致,0.9,菊池郡市医師会立病院,,
医療法人讃生会宮の森記念病院,北海道,平成26年度出来高算定病院,20.0,110.0,完全一致,1.0,医療法人讃生会 宮の森記念病院,,
社会医療法人社団三草会クラーク病院,北海道,平成26年度出来高算定病院,90.0,225.0,完全一致,1.0,社会医療法人社団三草会 クラーク病院,,
医療法人三和会札幌南整形外科病院,北海道,平成26年度出来高算定病院,74.0,120.0,完全一致,1.0,医療法人三和会 札幌南整形外科病院,,
医療法人東札幌病院,北海道,平成26年度出来高算定病院,159.0,243.0,完全一致,1.0,医療法人東札幌病院,,
社会医療法人孝仁会　札幌第一病院,北海道,平成26年度出来高算定病院,25.0,141.0,完全一致,1.0,社会医療法人孝仁会 札幌第一病院,,
社会医療法人高橋病院,北海道,平成26年度出来高算定病院,0.0,119.0,完全一致,1.0,社会医療法人高橋病院,,
さがら病院宮崎,宮崎県,平成26年度出来高算定病院,36.0,36.0,完全一致,1.0,さがら病院宮崎,,
医療法人久康会平田東九州病院,宮崎県,平成26年度出来高算定病院,32.0,125.0,完全一致,1.0,医療法人久康会 平田東九州病院,,
木古内町国民健康保険病院,北海道,平成26年度出来高算定病院,46.0,60.0,完全一致,1.0,木古内町国民健康保険病院,,
医療法人ひまわり会札樽病院,北海道,平成26年度出来高算定病院,30.0,170.0,完全一致,1.0,医療法人 ひまわり会 札樽病院,,
医療法人社団旭豊会旭川三愛病院,北海道,平成26年度出来高算定病院,36.0,141.0,完全一致,1.0,医療法人社団旭豊会旭川三愛病院,,
社会医療法人　元生会　森山病院,北海道,平成26年度出来高算定病院,116.0,232.0,完全一致,1.0,社会医療法人元生会森山病院,,
道東勤医協釧路協立病院,北海道,平成26年度出来高算定病院,0.0,108.0,完全一致,1.0,道東勤医協釧路協立病院,,
医療法人東北海道病院,北海道,平成26年度出来高算定病院,83.0,169.0,完全一致,1.0,医療法人東北海道病院,,
整形外科松元病院,鹿児島県,平成26年度出来高算定病院,16.0,72.0,完全一致,1.0,整形外科松元病院,,
社会医療法人　友愛会　豊見城中央病院,沖縄県,平成26年度出来高算定病院,35.0,268.0,完全一致,1.0,社会医療法人 友愛会 豊見城中央病院,,
一般財団法人共愛会芳野病院,岡山県,平成26年度出来高算定病院,41.0,110.0,完全一致,1.0,一般財団法人共愛会 芳野病院,,
地方独立行政法人岡山市立総合医療センター岡山市立せのお病院,岡山県,平成26年度出来高算定病院,0.0,60.0,サフィックス一致,0.9,岡山市立せのお病院,,
木下病院,徳島県,平成26年度出来高算定病院,44.0,94.0,完全一致,1.0,木下病院,,
三野田中病院,徳島県,平成26年度出来高算定病院,0.0,99.0,完全一致,1.0,三野田中病院,,
医療法人社団新進会おさか脳神経外科病院,香川県,平成26年度出来高算定病院,44.0,69.0,完全一致,1.0,医療法人社団新進会おさか脳神経外科病院,,
医療法人滴水会吉野病院,愛媛県,平成26年度出来高算定病院,20.0,90.0,完全一致,1.0,医療法人滴水会吉野病院,,
医療法人財団清良会書写病院,兵庫県,平成26年度出来高算定病院,0.0,92.0,完全一致,1.0,医療法人財団清良会書写病院,,
稲田病院,和歌山県,平成26年度出来高算定病院,8.0,72.0,完全一致,1.0,稲田病院,,
医療法人長生会大井田病院,高知県,平成26年度出来高算定病院,0.0,50.0,サフィックス一致,0.9,大井田病院,,
医療法人公世会野市中央病院,高知県,平成26年度出来高算定病院,46.0,165.0,サフィックス一致,0.9,野市中央病院,,
医療法人近藤会　清和病院,高知県,平成26年度出来高算定病院,30.0,354.0,サフィックス一致,0.9,清和病院,,
友田病院,福岡県,平成26年度出来高算定病院,30.0,72.0,完全一致,1.0,友田病院,,
医療法人社団正樹会佐田整形外科病院,福岡県,平成26年度出来高算定病院,0.0,45.0,サフィックス一致,0.9,佐田整形外科病院,,
医療法人エイジイアイエイチ秋本病院,福岡県,平成26年度出来高算定病院,34.0,50.0,サフィックス一致,0.9,秋本病院,,
医療法人社団　淳和会　長谷川紀念病院,岡山県,平成26年度出来高算定病院,33.0,60.0,完全一致,1.0,医療法人社団淳和会 長谷川紀念病院,,
医療法人紀典会北川病院,岡山県,平成26年度出来高算定病院,39.0,76.0,完全一致,1.0,医療法人紀典会北川病院,,
柳病院,福岡県,平成26年度出来高算定病院,44.0,135.0,完全一致,1.0,柳病院,,
嘉麻赤十字病院,福岡県,平成26年度出来高算定病院,30.0,133.0,完全一致,1.0,嘉麻赤十字病院,,
医療法人医和基会戸畑総合病院,福岡県,平成26年度出来高算定病院,85.0,193.0,サフィックス一致,0.9,戸畑総合病院,,
社会医療法人共愛会戸畑リハビリテーション病院,福岡県,平成26年度出来高算定病院,0.0,173.0,サフィックス一致,0.9,戸畑リハビリテーション病院,,
特定医療法人東筑会東筑病院,福岡県,平成26年度出来高算定病院,15.0,199.0,サフィックス一致,0.9,東筑病院,,
医療法人しょうわ会正和なみき病院,福岡県,平成26年度出来高算定病院,9.0,106.0,完全一致,1.0,医療法人しょうわ会 正和なみき病院,,
社会医療法人近森会近森リハビリテーション病院,高知県,平成26年度出来高算定病院,0.0,180.0,サフィックス一致,0.9,近森リハビリテーション病院,,
社会医療法人近森会　近森オルソリハビリテーション病院,高知県,平成26年度出来高算定病院,14.0,100.0,サフィックス一致,0.9,近森オルソリハビリテーション病院,,
千住病院,長崎県,平成26年度出来高算定病院,0.0,182.0,サフィックス一致,0.9,特定医療法人雄博会 千住病院,,
医療法人済家会柴田長庚堂病院,長崎県,平成26年度出来高算定病院,0.0,104.0,サフィックス一致,0.9,柴田長庚堂病院,,
社会医療法人春回会長崎北病院,長崎県,平成26年度出来高算定病院,80.0,199.0,サフィックス一致,0.9,長崎北病院,,
医療法人金澤会青磁野リハビリテーション病院,熊本県,平成26年度出来高算定病院,0.0,185.0,完全一致,1.0,医療法人金澤会 青磁野リハビリテーション病院,,
医療法人清和会水前寺とうや病院,熊本県,平成26年度出来高算定病院,0.0,142.0,サフィックス一致,0.9,水前寺とうや病院,,
医療法人社団藤浪会整形外科井上病院,熊本県,平成26年度出来高算定病院,48.0,82.0,未結合,,,,
医療法人西福岡桜十字　桜十字大手門病院,福岡県,平成26年度出来高算定病院,0.0,100.0,サフィックス一致,0.9,桜十字大手門病院,,
医療法人社団邦生会高山病院,福岡県,平成26年度出来高算定病院,14.0,50.0,サフィックス一致,0.9,高山病院,,
嶋田病院,福井県,平成26年度出来高算定病院,0.0,117.0,完全一致,1.0,嶋田病院,,
木村病院,福井県,平成26年度出来高算定病院,15.0,229.0,完全一致,1.0,木村病院,,
みどり病院,岐阜県,平成26年度出来高算定病院,37.0,99.0,完全一致,1.0,みどり病院,,
社会医療法人　白鳳会　鷲見病院,岐阜県,平成26年度出来高算定病院,60.0,108.0,完全一致,1.0,社会医療法人 白鳳会 鷲見病院,,
医療法人弘遠会すずかけセントラル病院,静岡県,平成26年度出来高算定病院,47.0,309.0,完全一致,1.0,医療法人弘遠会　すずかけセントラル病院,,
ちくさ病院,愛知県,平成26年度出来高算定病院,0.0,53.0,完全一致,1.0,ちくさ病院,,
医療法人財団日扇会第一病院,東京都,平成26年度出来高算定病院,20.0,46.0,完全一致,1.0,医療法人財団日扇会 第一病院,,
医療法人財団健康文化会小豆沢病院,東京都,平成26年度出来高算定病院,0.0,130.0,完全一致,1.0,医療法人財団健康文化会小豆沢病院,,
医療法人山和会山口病院,愛知県,平成26年度出来高算定病院,48.0,60.0,完全一致,1.0,医療法人山和会 山口病院,,
一宮市立木曽川市民病院,愛知県,平成26年度出来高算定病院,14.0,130.0,完全一致,1.0,一宮市立木曽川市民病院,,
医療法人愛生館小林記念病院,愛知県,平成26年度出来高算定病院,0.0,177.0,サフィックス一致,0.9,小林記念病院,,
医療法人思源会岩崎病院,三重県,平成26年度出来高算定病院,39.0,52.0,サフィックス一致,0.9,岩崎病院,,
公益財団法人近江兄弟社ヴォーリズ記念病院,滋賀県,平成26年度出来高算定病院,0.0,168.0,完全一致,1.0,公益財団法人近江兄弟社ヴォーリズ記念病院,,
医療法人マキノ病院,滋賀県,平成26年度出来高算定病院,30.0,120.0,完全一致,1.0,医療法人マキノ病院,,
吉田病院,新潟県,平成26年度出来高算定病院,48.0,125.0,完全一致,1.0,吉田病院,,
社会福祉法人聖霊病院金沢聖霊総合病院,石川県,平成26年度出来高算定病院,35.0,60.0,サフィックス一致,0.9,金沢聖霊総合病院,,
医療法人 清水会　もりぐち清水会病院,大阪府,平成26年度出来高算定病院,15.0,158.0,完全一致,1.0,医療法人清水会　もりぐち清水会病院,,
大阪府立中河内救命救急センター,大阪府,平成26年度出来高算定病院,30.0,30.0,完全一致,1.0,大阪府立中河内救命救急センター,,
神戸医療生活協同組合神戸協同病院,兵庫県,平成26年度出来高算定病院,50.0,165.0,完全一致,1.0,神戸医療生活協同組合神戸協同病院,,
芦屋セントマリア病院,兵庫県,平成26年度出来高算定病院,40.0,60.0,完全一致,1.0,芦屋セントマリア病院,,
医療法人社団みどり会にしき記念病院,兵庫県,平成26年度出来高算定病院,0.0,48.0,完全一致,1.0,医療法人社団みどり会 にしき記念病院,,
医療法人社団緑風会龍野中央病院,兵庫県,平成26年度出来高算定病院,27.0,99.0,サフィックス一致,0.9,龍野中央病院,,
ＡＯＩ名古屋病院,愛知県,平成26年度出来高算定病院,0.0,167.0,完全一致,1.0,ＡＯＩ名古屋病院,,
重工大須病院,愛知県,平成26年度出来高算定病院,30.0,250.0,完全一致,1.0,重工大須病院,,
医療法人共済会清水病院,鳥取県,平成26年度出来高算定病院,34.0,98.0,完全一致,1.0,医療法人共済会清水病院,,
佐藤病院,岡山県,平成26年度出来高算定病院,10.0,93.0,完全一致,1.0,佐藤病院,,
医療法人社団恵風会宮本整形外科病院,岡山県,平成26年度出来高算定病院,40.0,110.0,サフィックス一致,0.9,宮本整形外科病院,,
まび記念病院,岡山県,平成26年度出来高算定病院,40.0,80.0,完全一致,1.0,まび記念病院,,
医療法人薬師寺慈恵会薬師寺慈恵病院,岡山県,平成26年度出来高算定病院,25.0,64.0,完全一致,1.0,医療法人　薬師寺慈恵会　薬師寺慈恵病院,,
医療法人慶真会大杉病院,岡山県,平成26年度出来高算定病院,0.0,53.0,完全一致,1.0,医療法人慶真会 大杉病院,,
社会医療法人東和会　第二東和会病院,大阪府,平成26年度出来高算定病院,0.0,93.0,完全一致,1.0,医療法人東和会第二東和会病院,,
医療法人相愛会相原第二病院,大阪府,平成26年度出来高算定病院,72.0,198.0,完全一致,1.0,医療法人相愛会相原第二病院,,
独立行政法人国立病院機構三重病院,三重県,平成25年度出来高算定病院,60.0,260.0,完全一致,1.0,独立行政法人国立病院機構三重病院,,
医療法人恵生会恵生会病院,大阪府,平成25年度出来高算定病院,68.0,184.0,完全一致,1.0,医療法人恵生会恵生会病院,,
医療法人勝山病院,岡山県,平成25年度出来高算定病院,0.0,50.0,サフィックス一致,0.9,医療法人美甘会勝山病院,,
医療法人清和会　奥州病院,岩手県,平成26年度出来高算定病院,0.0,156.0,サフィックス一致,0.9,奥州病院,,
医療法人社団愛友会　蓮田一心会病院,埼玉県,平成26年度出来高算定病院,0.0,50.0,完全一致,1.0,医療法人社団愛友会蓮田一心会病院,,
近藤内科病院,徳島県,平成26年度出来高算定病院,8.0,55.0,完全一致,1.0,近藤内科病院,,
医療法人　誠心会　井上病院,福岡県,平成24年度出来高算定病院,26.0,73.0,サフィックス一致,0.9,井上病院,,
